G o. </w>	Va </w> ! </w>
I </w> saw </w> an </w> airplane. </w>	J'ai </w> vu </w> un </w> avion. </w>
I </w> saw </w> him </w> running. </w>	Je </w> l’ai </w> vu </w> courir. </w>
I </w> saw </w> him </w> running. </w>	Je </w> l'ai </w> vu </w> courir. </w>
I </w> saw </w> the </w> sunrise. </w>	J'ai </w> assisté </w> au </w> lever </w> du </w> soleil. </w>
I </w> saw </w> you </w> cooking. </w>	Je </w> vous </w> ai </w> vu </w> cuisiner. </w>
I </w> saw </w> you </w> cooking. </w>	Je </w> vous </w> ai </w> vus </w> cuisiner. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> t'ai </w> vu </w> dehors. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> vous </w> ai </w> vu </w> à </w> l'extérieur. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> t'ai </w> vue </w> à </w> l'extérieur. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> vous </w> ai </w> vues </w> dehors. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> vous </w> ai </w> vue </w> dehors. </w>
I </w> saw </w> you </w> outside. </w>	Je </w> vous </w> ai </w> vus </w> dehors. </w>
I </w> saw </w> your </w> father. </w>	J'ai </w> vu </w> votre </w> père. </w>
I </w> see </w> the </w> problem. </w>	Je </w> vois </w> le </w> problème. </w>
I </w> seem </w> to </w> be </w> lost. </w>	Il </w> semble </w> que </w> je </w> sois </w> perdu. </w>
I </w> should </w> be </w> happy. </w>	Je </w> devrais </w> être </w> heureux. </w>
I </w> should </w> be </w> happy. </w>	Je </w> devrais </w> être </w> content. </w>
I </w> should </w> be </w> happy. </w>	Je </w> devrais </w> être </w> heureuse. </w>
I </w> should </w> be </w> happy. </w>	Je </w> devrais </w> être </w> contente. </w>
I </w> should </w> be </w> there. </w>	Je </w> devrais </w> être </w> là. </w>
I </w> should </w> be </w> there. </w>	Je </w> devrais </w> y </w> être. </w>
I </w> should </w> be </w> there. </w>	Je </w> devrais </w> être </w> là-bas. </w>
I </w> should </w> go </w> there. </w>	Je </w> devrais </w> y </w> aller. </w>
I </w> should </w> head </w> out. </w>	Je </w> devrais </w> sortir. </w>
I </w> should've </w> asked. </w>	J'aurais </w> dû </w> demander. </w>
I </w> should've </w> known. </w>	J'aurais </w> dû </w> le </w> savoir. </w>
I </w> shouldn't </w> drink. </w>	Je </w> ne </w> devrais </w> pas </w> boire. </w>
I </w> shouldn't </w> worry. </w>	Je </w> ne </w> devrais </w> pas </w> me </w> faire </w> de </w> souci. </w>
I </w> shut </w> the </w> drawer. </w>	J'ai </w> fermé </w> le </w> tiroir. </w>
I </w> slept </w> very </w> well. </w>	J'ai </w> très </w> bien </w> dormi. </w>
I </w> slept </w> very </w> well. </w>	Je </w> dormis </w> fort </w> bien. </w>
I </w> sometimes </w> skate. </w>	Je </w> fais </w> parfois </w> du </w> pat in. </w>
I </w> sometimes </w> skate. </w>	Je </w> fais </w> parfois </w> de </w> la </w> planche </w> à </w> rou let tes. </w>
I </w> still </w> have </w> mine. </w>	J'ai </w> toujours </w> les </w> miens. </w>
I </w> still </w> have </w> mine. </w>	J'ai </w> toujours </w> les </w> miennes. </w>
I </w> still </w> have </w> mine. </w>	J'ai </w> toujours </w> le </w> mien. </w>
I </w> still </w> have </w> mine. </w>	J'ai </w> toujours </w> la </w> mienne. </w>
I </w> stopped </w> smoking. </w>	J'ai </w> arrêté </w> de </w> fumer. </w>
I </w> stopped </w> smoking. </w>	J'ai </w> cessé </w> de </w> fumer. </w>
I </w> study </w> at </w> school. </w>	J'étudie </w> à </w> l'école. </w>
I </w> sure </w> do </w> hope </w> so. </w>	Je </w> l'espère </w> vraiment. </w>
I </w> swallowed </w> a </w> bug. </w>	J'ai </w> avalé </w> une </w> best io le. </w>
I </w> teach </w> geograp hy. </w>	J'enseigne </w> la </w> géograp hie. </w>
I </w> think </w> I'm </w> drunk. </w>	Je </w> pense </w> que </w> je </w> suis </w> ivre. </w>
I </w> think </w> I'm </w> ready. </w>	Je </w> pense </w> être </w> prêt. </w>
I </w> think </w> I'm </w> right. </w>	Je </w> crois </w> être </w> dans </w> le </w> vrai. </w>
I </w> think </w> I'm </w> right. </w>	Je </w> crois </w> que </w> j'ai </w> raison. </w>
I </w> think </w> I'm </w> right. </w>	Je </w> pense </w> avoir </w> raison. </w>
I </w> think </w> I'm </w> right. </w>	Je </w> pense </w> que </w> j'ai </w> raison. </w>
I </w> think </w> he </w> did </w> it. </w>	Je </w> pense </w> qu'il </w> l'a </w> fait. </w>
I </w> think </w> it's </w> fine. </w>	Je </w> pense </w> que </w> c'est </w> bon. </w>
I </w> think </w> it's </w> good. </w>	Je </w> pense </w> que </w> c'est </w> bon. </w>
I </w> think </w> it's </w> good. </w>	Je </w> pense </w> que </w> c'est </w> bien. </w>
I </w> think </w> it's </w> true. </w>	Je </w> crois </w> que </w> c'est </w> vrai. </w>
I </w> think </w> otherwise. </w>	Je </w> pense </w> autrement. </w>
I </w> think </w> we </w> did </w> OK. </w>	Je </w> pense </w> que </w> nous </w> nous </w> en </w> sommes </w> bien </w> sortis. </w>
I </w> think </w> we </w> did </w> OK. </w>	Je </w> pense </w> que </w> nous </w> nous </w> en </w> sommes </w> bien </w> sorties. </w>
I </w> took </w> H igh way </w> 5 8. </w>	J'ai </w> pris </w> l'autor oute </w> 5 8. </w>
I </w> took </w> a </w> shortcut. </w>	J'ai </w> pris </w> un </w> raccourci. </w>
I </w> took </w> a </w> week </w> off. </w>	J'ai </w> pris </w> une </w> semaine </w> de </w> congés. </w>
I </w> took </w> care </w> of </w> it. </w>	Je </w> m'en </w> suis </w> occupé. </w>
I </w> tried </w> to </w> escape. </w>	J'ai </w> essayé </w> de </w> m'échapper. </w>
I </w> truly </w> apologize. </w>	Je </w> vous </w> présente </w> de </w> plates </w> excuses. </w>
I </w> truly </w> apologize. </w>	Je </w> te </w> présente </w> de </w> plates </w> excuses. </w>
I </w> truly </w> loved </w> her. </w>	Je </w> l'aimais </w> sinc èrement. </w>
I </w> truly </w> loved </w> her. </w>	Je </w> l'aimais </w> vraiment. </w>
I </w> understand </w> this. </w>	Je </w> comprends </w> ça. </w>
I </w> usually </w> eat </w> out. </w>	D'ordinaire, </w> je </w> mange </w> à </w> l'extérieur. </w>
I </w> want </w> a </w> lot </w> more. </w>	Je </w> veux </w> beaucoup </w> plus. </w>
I </w> want </w> an </w> apology. </w>	Je </w> veux </w> des </w> excuses. </w>
I </w> want </w> everything. </w>	Je </w> veux </w> tout. </w>
I </w> want </w> more </w> money. </w>	Je </w> veux </w> davantage </w> d'argent. </w>
I </w> want </w> my </w> freedom. </w>	Je </w> veux </w> ma </w> liberté. </w>
I </w> want </w> some </w> paper. </w>	Je </w> veux </w> du </w> papier. </w>
I </w> want </w> some </w> water. </w>	Je </w> veux </w> de </w> l'eau. </w>
I </w> want </w> ten </w> plates. </w>	Je </w> voudrais </w> dix </w> assiettes. </w>
I </w> want </w> them </w> alive. </w>	Je </w> les </w> veux </w> vivants. </w>
I </w> want </w> them </w> alive. </w>	Je </w> les </w> veux </w> vivantes. </w>
I </w> want </w> to </w> be </w> safe. </w>	Je </w> veux </w> être </w> en </w> sécurité. </w>
I </w> want </w> to </w> confes s. </w>	Je </w> veux </w> me </w> confess er. </w>
I </w> want </w> to </w> do </w> this. </w>	Je </w> veux </w> faire </w> ça. </w>
I </w> want </w> to </w> do </w> this. </w>	Je </w> veux </w> faire </w> ceci. </w>
I </w> want </w> to </w> do </w> well. </w>	Je </w> veux </w> faire </w> bien. </w>
I </w> want </w> to </w> see </w> him. </w>	Je </w> veux </w> le </w> voir. </w>
I </w> want </w> to </w> see </w> you. </w>	Je </w> veux </w> te </w> voir. </w>
I </w> want </w> to </w> work out. </w>	Je </w> veux </w> faire </w> de </w> l'exercice. </w>
I </w> want </w> you </w> to </w> die. </w>	Je </w> veux </w> que </w> vous </w> mour iez. </w>
I </w> want </w> you </w> to </w> die. </w>	Je </w> veux </w> que </w> tu </w> me ures. </w>
I </w> wanted </w> sympathy. </w>	Je </w> voulais </w> de </w> la </w> compassion. </w>
I </w> wanted </w> the </w> best. </w>	Je </w> voulais </w> le </w> meilleur. </w>
I </w> wanted </w> the </w> best. </w>	J'ai </w> voulu </w> la </w> meilleure. </w>
I </w> wanted </w> to </w> fight. </w>	Je </w> voulais </w> me </w> battre. </w>
I </w> wanted </w> to </w> laugh. </w>	Je </w> voulais </w> rire. </w>
I </w> wanted </w> to </w> laugh. </w>	J'ai </w> voulu </w> rire. </w>
I </w> warned </w> you </w> once. </w>	Je </w> t'ai </w> prévenu </w> une </w> fois. </w>
I </w> warned </w> you </w> once. </w>	Je </w> t'ai </w> prévenue </w> une </w> fois. </w>
I </w> warned </w> you </w> once. </w>	Je </w> t'ai </w> averti </w> une </w> fois. </w>
I </w> warned </w> you </w> once. </w>	Je </w> t'ai </w> averti e </w> une </w> fois. </w>
I </w> was </w> a </w> bit </w> tense. </w>	J'étais </w> un </w> peu </w> tendu. </w>
I </w> was </w> a </w> shy </w> child. </w>	J'étais </w> un </w> enfant </w> timide. </w>
I </w> was </w> a </w> shy </w> child. </w>	J'étais </w> une </w> enfant </w> timide. </w>
I </w> was </w> celebrating. </w>	Je </w> célé b rais. </w>
I </w> was </w> day dreaming. </w>	J'étais </w> en </w> train </w> de </w> faire </w> un </w> son ge. </w>
I </w> was </w> defenseless. </w>	J'étais </w> sans </w> déf ens es. </w>
I </w> was </w> discouraged. </w>	On </w> me </w> dissuad a. </w>
I </w> was </w> discouraged. </w>	Je </w> fus </w> dissuad é. </w>
I </w> was </w> discouraged. </w>	On </w> m'a </w> dissuad é. </w>
I </w> was </w> discouraged. </w>	J'ai </w> été </w> dissuad é. </w>
I </w> was </w> discre di ted. </w>	J'ai </w> été </w> dis crédit é. </w>
I </w> was </w> discre di ted. </w>	J'ai </w> été </w> dis crédit ée. </w>
I </w> was </w> dumb founded. </w>	J'ai </w> été </w> sidéré. </w>
I </w> was </w> embarrassed. </w>	J'étais </w> embarrassé. </w>
I </w> was </w> going </w> to </w> go. </w>	J'étais </w> sur </w> le </w> point </w> de </w> partir. </w>
I </w> was </w> going </w> to </w> go. </w>	J'allais </w> partir. </w>
I </w> was </w> happy </w> there. </w>	J'y </w> étais </w> heureux. </w>
I </w> was </w> happy </w> there. </w>	J'y </w> étais </w> heureuse. </w>
I </w> was </w> heartbroken. </w>	J'avais </w> le </w> cœur </w> brisé. </w>
I </w> was </w> in </w> the </w> room. </w>	J'étais </w> dans </w> la </w> pièce. </w>
I </w> was </w> just </w> joking. </w>	Je </w> ne </w> faisais </w> que </w> plaisanter. </w>
I </w> was </w> just </w> mug ged. </w>	Je </w> viens </w> d'être </w> déval isé. </w>
I </w> was </w> left </w> behind. </w>	On </w> m'a </w> laissé </w> derrière. </w>
I </w> was </w> mis informed. </w>	J'étais </w> mal </w> informé. </w>
I </w> was </w> not </w> pleased. </w>	Je </w> ne </w> fus </w> pas </w> content. </w>
I </w> was </w> not </w> pleased. </w>	Je </w> n'ai </w> pas </w> été </w> content. </w>
I </w> was </w> on </w> my </w> knees. </w>	J'étais </w> à </w> genoux. </w>
I </w> was </w> on </w> vacation. </w>	J'étais </w> en </w> vacances. </w>
I </w> was </w> only </w> joking. </w>	Je </w> ne </w> faisais </w> que </w> plaisanter. </w>
I </w> was </w> out </w> all </w> day. </w>	J'étais </w> dehors </w> toute </w> la </w> journée. </w>
I </w> was </w> outnumbered. </w>	J'ai </w> été </w> mis </w> en </w> minor ité. </w>
I </w> was </w> overwhelmed. </w>	J'étais </w> boule vers é. </w>
I </w> was </w> overwhelmed. </w>	J'étais </w> bou lever sée. </w>
I </w> was </w> overwhelmed. </w>	J'étais </w> submer gé. </w>
I </w> was </w> overwhelmed. </w>	J'étais </w> submer gée. </w>
I </w> was </w> quite </w> lucky. </w>	J'étais </w> plutôt </w> chanceux. </w>
I </w> was </w> quite </w> lucky. </w>	J'ai </w> été </w> assez </w> chanceuse. </w>
I </w> was </w> ready </w> today. </w>	J'étais </w> prêt </w> aujourd'hui. </w>
I </w> was </w> ready </w> today. </w>	J'étais </w> prête </w> aujourd'hui. </w>
I </w> was </w> sympathetic. </w>	J' éprouv ais </w> de </w> la </w> compassion. </w>
I </w> was </w> tired </w> today. </w>	J'étais </w> fatigué </w> aujourd'hui. </w>
I </w> was </w> tired </w> today. </w>	J'étais </w> fatiguée </w> aujourd'hui. </w>
I </w> was </w> tres pass ing. </w>	J'avais </w> dé passé </w> les </w> born es. </w>
I </w> was </w> unconscious. </w>	J'étais </w> inconsciente. </w>
I </w> was </w> very </w> hungry. </w>	J'avais </w> très </w> faim. </w>
I </w> was </w> very </w> hungry. </w>	J'étais </w> fort </w> affamé. </w>
I </w> was </w> very </w> hungry. </w>	J'étais </w> fort </w> affam ée. </w>
I </w> wasn't </w> finished. </w>	Je </w> n'en </w> avais </w> pas </w> terminé. </w>
I </w> wasn't </w> flir ting. </w>	Je </w> ne </w> drag u ais </w> pas. </w>
I </w> wasn't </w> informed. </w>	On </w> ne </w> m'a </w> pas </w> informé. </w>
I </w> wasn't </w> informed. </w>	On </w> ne </w> m'a </w> pas </w> infor mée. </w>
I </w> wasn't </w> involved. </w>	Je </w> n'étais </w> pas </w> impliqué. </w>
I </w> wasn't </w> involved. </w>	Je </w> n'étais </w> pas </w> impliquée. </w>
I </w> wasn't </w> involved. </w>	On </w> ne </w> m'a </w> pas </w> impliqué. </w>
I </w> wasn't </w> involved. </w>	On </w> ne </w> m'a </w> pas </w> impliquée. </w>
I </w> wasn't </w> punished. </w>	Je </w> n'étais </w> pas </w> puni. </w>
I </w> wasn't </w> punished. </w>	Je </w> n'étais </w> pas </w> punie. </w>
I </w> wasn't </w> sleeping. </w>	Je </w> n'étais </w> pas </w> en </w> train </w> de </w> dormir. </w>
I </w> watched </w> a </w> movie. </w>	J'ai </w> regardé </w> un </w> film. </w>
I </w> went </w> on </w> reading. </w>	J'ai </w> continué </w> à </w> lire. </w>
I </w> went </w> on </w> reading. </w>	Je </w> poursuivis </w> ma </w> lecture. </w>
I </w> went </w> to </w> Harvard. </w>	Je </w> suis </w> allé </w> à </w> Harvard. </w>
I </w> went </w> to </w> the </w> zoo. </w>	Je </w> suis </w> allé </w> au </w> zoo. </w>
I </w> will </w> choose </w> one. </w>	Je </w> vais </w> en </w> choisir </w> un. </w>
I </w> will </w> choose </w> one. </w>	J'en </w> choisirai </w> un. </w>
I </w> will </w> choose </w> one. </w>	J'en </w> choisirai </w> une. </w>
I </w> will </w> do </w> my </w> best. </w>	Je </w> vais </w> faire </w> de </w> mon </w> mieux. </w>
I </w> will </w> go </w> on </w> foot. </w>	J'irai </w> à </w> pied. </w>
I </w> will </w> go </w> on </w> foot. </w>	Je </w> m'y </w> rendrai </w> à </w> pied. </w>
I </w> will </w> stay </w> there. </w>	J'y </w> séjourner ai. </w>
I </w> will </w> stay </w> there. </w>	J'y </w> rester ai. </w>
I </w> wish </w> I </w> was </w> dead. </w>	Je </w> voudrais </w> être </w> mort. </w>
I </w> woke </w> up </w> at </w> 6:30. </w>	Je </w> me </w> suis </w> réveillé </w> à </w> 6 h30. </w>
I </w> woke </w> up </w> at </w> 6:30. </w>	Je </w> me </w> suis </w> réveillée </w> à </w> six </w> heures </w> trente. </w>
I </w> won't </w> back </w> down. </w>	Je </w> ne </w> cè der ai </w> pas. </w>
I </w> won't </w> back </w> down. </w>	Je </w> ne </w> recul erai </w> pas. </w>
I </w> won't </w> fight </w> you. </w>	Je </w> ne </w> me </w> bat trai </w> pas </w> avec </w> toi. </w>
I </w> won't </w> need </w> luck. </w>	Je </w> n'aurai </w> pas </w> besoin </w> de </w> chance. </w>
I </w> won't </w> negotiate. </w>	Je </w> ne </w> négoci erai </w> pas. </w>
I </w> won't </w> sign </w> this. </w>	Je </w> ne </w> signer ai </w> pas </w> ceci. </w>
I </w> worked </w> with </w> Tom. </w>	Je </w> travaillais </w> avec </w> Tom. </w>
I </w> worry </w> about </w> him. </w>	Je </w> me </w> fais </w> du </w> souci </w> à </w> son </w> sujet. </w>
I </w> would've </w> waited. </w>	J'aurais </w> attendu. </w>
I </w> wrote </w> that </w> book. </w>	J'ai </w> écrit </w> ce </w> livre. </w>
I </w> wrote </w> this </w> book. </w>	J'ai </w> écrit </w> ce </w> livre. </w>
I'd </w> appreciate </w> it. </w>	Je </w> l'apprécierais. </w>
I'd </w> be </w> angry, </w> too. </w>	Je </w> serais </w> moi </w> aussi </w> en </w> colère. </w>
I'd </w> be </w> devastated. </w>	Je </w> serais </w> anéant i. </w>
I'd </w> be </w> devastated. </w>	Je </w> serais </w> anéant ie. </w>
I'd </w> better </w> go </w> now. </w>	Je </w> ferais </w> mieux </w> d'y </w> aller </w> maintenant. </w>
I'd </w> like </w> a </w> coffee. </w>	J'aimerais </w> un </w> café. </w>
I'd </w> like </w> to </w> dance. </w>	J'aimerais </w> danser. </w>
I'd </w> like </w> to </w> stand. </w>	J'aimerais </w> être </w> debout. </w>
I'd </w> like </w> to </w> stand. </w>	J'aimerais </w> me </w> tenir </w> debout. </w>
I'd </w> like </w> to </w> stand. </w>	J'aimerais </w> me </w> porter </w> candidat. </w>
I'd </w> like </w> to </w> stand. </w>	J'aimerais </w> me </w> présenter. </w>
I'd </w> like </w> to </w> stand. </w>	J'aimerais </w> me </w> lever. </w>
I'd </w> love </w> to </w> do </w> it. </w>	J'adorerais </w> le </w> faire. </w>
I'll </w> arrange </w> that. </w>	J'arrangerai </w> ça. </w>
I'll </w> be </w> back </w> soon. </w>	Je </w> serai </w> vite </w> de </w> retour. </w>
I'll </w> be </w> in </w> my </w> car. </w>	Je </w> serai </w> dans </w> ma </w> voiture. </w>
I'll </w> eat </w> anything. </w>	Je </w> mangerai </w> n'importe </w> quoi. </w>
I'll </w> feed </w> the </w> dog. </w>	Je </w> vais </w> nourrir </w> le </w> chien. </w>
I'll </w> feed </w> the </w> dog. </w>	Je </w> nourri rai </w> le </w> chien. </w>
I'll </w> get </w> off </w> here. </w>	Je </w> descends </w> ici. </w>
I'll </w> give </w> it </w> back. </w>	Je </w> le </w> rendrai . </w>
I'll </w> give </w> it </w> back. </w>	Je </w> la </w> rendrai . </w>
I'll </w> have </w> another. </w>	J'en </w> prendrai </w> une </w> autre. </w>
I'll </w> have </w> another. </w>	J'en </w> prendrai </w> un </w> autre. </w>
I'll </w> keep </w> it </w> warm. </w>	Je </w> le </w> garderai </w> au </w> chaud. </w>
I'll </w> let </w> you </w> know. </w>	Je </w> te </w> le </w> ferai </w> savoir. </w>
I'll </w> let </w> you </w> know. </w>	Je </w> vous </w> le </w> ferai </w> savoir. </w>
I'll </w> miss </w> you </w> all. </w>	Vous </w> me </w> manquerez </w> tous. </w>
I'll </w> miss </w> you </w> all. </w>	Vous </w> me </w> manquerez </w> toutes. </w>
I'll </w> never </w> change. </w>	Je </w> ne </w> changerai </w> jamais. </w>
I'll </w> never </w> forget. </w>	Je </w> n'oublierai </w> jamais. </w>
I'll </w> pay </w> anything. </w>	Je </w> payerai </w> n'importe </w> quel </w> prix. </w>
I'll </w> pay </w> the </w> bill. </w>	Je </w> paierai </w> l'addition. </w>
I'll </w> pray </w> for </w> you. </w>	Je </w> prierai </w> pour </w> toi. </w>
I'll </w> pray </w> for </w> you. </w>	Je </w> prierai </w> pour </w> vous. </w>
I'll </w> recommend </w> it. </w>	Je </w> le </w> recommand erai. </w>
I'll </w> ride </w> shot gun. </w>	Je </w> me </w> mettrai </w> à </w> la </w> place </w> du </w> mort. </w>
